x,y,z,time
0.4841, 0.4714, 0.5926, 1702250942.8155525
0.4841, 0.4714, 0.5926, 1702250942.9155998
0.4841, 0.4714, 0.5936, 1702250943.0155413
0.4851, 0.4714, 0.5936, 1702250943.1155927
0.4851, 0.4714, 0.5926, 1702250943.2156456
0.4851, 0.4714, 0.5936, 1702250943.3156712
0.4851, 0.4714, 0.5926, 1702250943.4155903
0.4851, 0.4714, 0.5936, 1702250943.515664
0.4851, 0.4714, 0.5926, 1702250943.6155434
0.4851, 0.4714, 0.5926, 1702250943.7157109
0.4851, 0.4714, 0.5926, 1702250943.8159156
0.4851, 0.4714, 0.5926, 1702250943.916068
0.4841, 0.4714, 0.5926, 1702250944.015828
0.4851, 0.4714, 0.5926, 1702250944.1157322
0.4851, 0.4714, 0.5926, 1702250944.215738
0.4851, 0.4714, 0.5936, 1702250944.3156226
0.4851, 0.4714, 0.5936, 1702250944.4156666
0.4851, 0.4714, 0.5926, 1702250944.5156589
0.4841, 0.4714, 0.5936, 1702250944.6156402
0.4851, 0.4714, 0.5926, 1702250944.715724
0.4851, 0.4714, 0.5936, 1702250944.8157148
0.4851, 0.4714, 0.5936, 1702250944.915695
0.4851, 0.4714, 0.5936, 1702250945.0157166
0.4841, 0.4714, 0.5926, 1702250945.1160705
0.4841, 0.4714, 0.5926, 1702250945.2161283
0.4841, 0.4714, 0.5926, 1702250945.3157907
0.4851, 0.4714, 0.5936, 1702250945.4155285
0.4841, 0.4714, 0.5926, 1702250945.5160081
0.4851, 0.4714, 0.5926, 1702250945.6156282
0.4851, 0.4714, 0.5926, 1702250945.7156746
0.4851, 0.4714, 0.5926, 1702250945.8156147
0.4841, 0.4714, 0.5936, 1702250945.9155564
0.4841, 0.4714, 0.5926, 1702250946.0155523
0.4851, 0.4714, 0.5926, 1702250946.1156912
0.4851, 0.4714, 0.5926, 1702250946.2155175
0.4851, 0.4714, 0.5936, 1702250946.3158965
0.4841, 0.4714, 0.5926, 1702250946.4157708
0.4851, 0.4714, 0.5926, 1702250946.5155983
0.4851, 0.4714, 0.5926, 1702250946.6155381
0.4851, 0.4714, 0.5936, 1702250946.715875
0.4851, 0.4714, 0.5926, 1702250946.8158846
0.4851, 0.4714, 0.5926, 1702250946.9155746
0.4841, 0.4714, 0.5926, 1702250947.0156093
0.4851, 0.4714, 0.5926, 1702250947.1156352
0.4851, 0.4714, 0.5926, 1702250947.2155712
0.4851, 0.4714, 0.5926, 1702250947.3155181
0.4841, 0.4714, 0.5926, 1702250947.4155369
0.4714, 0.4714, 0.6072, 1702250947.5156193
0.4773, 0.4685, 0.5936, 1702250947.6155446
0.49  , 0.4489, 0.6258, 1702250947.7157192
0.491 , 0.4724, 0.5652, 1702250947.8156796
0.491 , 0.4744, 0.5818, 1702250947.9156454
0.4851, 0.4724, 0.6229, 1702250948.015993
0.4831, 0.4646, 0.5877, 1702250948.1156788
0.4841, 0.4773, 0.573 , 1702250948.215594
0.4841, 0.4646, 0.6014, 1702250948.3155828
0.4841, 0.4734, 0.5672, 1702250948.415579
0.4861, 0.4695, 0.5877, 1702250948.5156624
0.4831, 0.4646, 0.5857, 1702250948.6155818
0.4831, 0.4695, 0.6082, 1702250948.715508
0.4958, 0.4587, 0.6717, 1702250948.815468
0.4744, 0.4851, 0.6023, 1702250948.915713
0.4841, 0.4675, 0.5779, 1702250949.0157838
0.4831, 0.4763, 0.5828, 1702250949.115562
0.4861, 0.4744, 0.619 , 1702250949.216034
0.4871, 0.4646, 0.5838, 1702250949.3159027
0.4851, 0.4734, 0.5476, 1702250949.4157157
0.4812, 0.4812, 0.5838, 1702250949.5155592
0.4861, 0.4646, 0.5887, 1702250949.6157253
0.4919, 0.4665, 0.6209, 1702250949.7155452
0.489 , 0.4626, 0.6238, 1702250949.8155618
0.4783, 0.4744, 0.5799, 1702250949.9156451
0.488 , 0.4675, 0.5838, 1702250950.0155241
0.4831, 0.4724, 0.5955, 1702250950.1155164
0.4831, 0.4685, 0.6082, 1702250950.215761
0.489 , 0.4597, 0.5984, 1702250950.3156276
0.4841, 0.4841, 0.5721, 1702250950.415725
0.4861, 0.4734, 0.5994, 1702250950.5160155
0.4871, 0.4734, 0.6004, 1702250950.615711
0.489 , 0.4636, 0.6219, 1702250950.715565
0.4871, 0.4656, 0.6395, 1702250950.8156235
0.4802, 0.488 ,0.6033 , 1702250950.9155374
0.491 , 0.4685, 0.5818, 1702250951.0155652
0.4861, 0.4656, 0.5828, 1702250951.1156452
0.4919, 0.4704, 0.5955, 1702250951.215547
0.4861, 0.4548, 0.6268, 1702250951.3155253
0.4851, 0.4812, 0.5838, 1702250951.4157817
0.49  , 0.4724, 0.5887, 1702250951.5157619
0.4841, 0.4695, 0.5877, 1702250951.6155672
0.4871, 0.4665, 0.5789, 1702250951.7158878
0.49  , 0.4597, 0.6532, 1702250951.8154616
0.4773, 0.4861, 0.5613, 1702250951.915558
0.4861, 0.4783, 0.6004, 1702250952.015545
0.4822, 0.4675, 0.6102, 1702250952.1166146
0.49  , 0.4704, 0.5887, 1702250952.2156076
0.4831, 0.4695, 0.6395, 1702250952.3155797
0.4861, 0.4695, 0.6053, 1702250952.4155846
0.4812, 0.4714, 0.5799, 1702250952.5156848
0.49  , 0.4753, 0.617 , 1702250952.6155994
0.4851, 0.4831, 0.5613, 1702250952.7156875
0.4919, 0.4548, 0.5848, 1702250952.8159428
0.4783, 0.4744, 0.5828, 1702250952.9155817
0.4851, 0.4851, 0.5867, 1702250953.0160198
0.4861, 0.4734, 0.5799, 1702250953.1157181
0.4929, 0.4714, 0.5916, 1702250953.2155926
0.4861, 0.4519, 0.5936, 1702250953.3155365
0.4783, 0.4802, 0.5828, 1702250953.4155588
0.4958, 0.4636, 0.575 , 1702250953.5155993
0.4919, 0.4783, 0.5887, 1702250953.615537
0.4841, 0.4744, 0.5955, 1702250953.715512
0.4831, 0.4724, 0.6072, 1702250953.815506
0.4822, 0.4734, 0.5916, 1702250953.9157412
0.4851, 0.4714, 0.5936, 1702250954.0158389
0.4851, 0.4704, 0.5936, 1702250954.1155424
0.4841, 0.4714, 0.5926, 1702250954.2160144
0.4841, 0.4714, 0.5936, 1702250954.315907
0.4841, 0.4714, 0.5926, 1702250954.415537
0.4851, 0.4714, 0.5936, 1702250954.5155625
0.4851, 0.4714, 0.5926, 1702250954.6158183
0.4851, 0.4714, 0.5926, 1702250954.7155392
0.4851, 0.4714, 0.5936, 1702250954.815541
0.4851, 0.4714, 0.5926, 1702250954.91552
0.4851, 0.4714, 0.5926, 1702250955.0154915
0.4851, 0.4714, 0.5926, 1702250955.1155882
0.4851, 0.4714, 0.5926, 1702250955.215737
0.4851, 0.4714, 0.5926, 1702250955.315743
0.4841, 0.4714, 0.5936, 1702250955.4157221
0.4851, 0.4714, 0.5936, 1702250955.516018
0.4841, 0.4714, 0.5926, 1702250955.6155944
0.4851, 0.4714, 0.5926, 1702250955.7155814
0.4851, 0.4714, 0.5926, 1702250955.8156116
0.4851, 0.4714, 0.5926, 1702250955.9155433
0.4851, 0.4714, 0.5926, 1702250956.015584
0.4851, 0.4714, 0.5936, 1702250956.1155617
0.4841, 0.4714, 0.5926, 1702250956.2155302
0.4851, 0.4714, 0.5936, 1702250956.315599
0.4851, 0.4714, 0.5936, 1702250956.4157338
0.4851, 0.4724, 0.5926, 1702250956.5157259
0.4841, 0.4714, 0.5936, 1702250956.615561
0.4841, 0.4714, 0.5926, 1702250956.7160373
0.4841, 0.4714, 0.5926, 1702250956.8159168
0.4851, 0.4714, 0.5926, 1702250956.9155757
0.4841, 0.4714, 0.5936, 1702250957.0155623
0.4841, 0.4714, 0.5926, 1702250957.1161005
0.4851, 0.4714, 0.5945, 1702250957.215523
0.4841, 0.4714, 0.5936, 1702250957.3156025
0.4851, 0.4714, 0.5936, 1702250957.415538
0.4851, 0.4714, 0.5926, 1702250957.5155628
0.4851, 0.4714, 0.5926, 1702250957.6155422
0.4851, 0.4714, 0.5916, 1702250957.7158122
0.4851, 0.4724, 0.5926, 1702250957.8158169
0.4851, 0.4714, 0.5936, 1702250957.9156868
0.4841, 0.4714, 0.5936, 1702250958.0160005
0.4851, 0.4714, 0.5926, 1702250958.1155682
0.4851, 0.4714, 0.5936, 1702250958.215595
0.4851, 0.4714, 0.5936, 1702250958.3155696
0.4851, 0.4714, 0.5936, 1702250958.415531
0.4851, 0.4714, 0.5906, 1702250958.5155892
0.4851, 0.4714, 0.5936, 1702250958.6155367
0.4851, 0.4714, 0.5926, 1702250958.7155266
0.4851, 0.4714, 0.5926, 1702250958.8155608
0.4841, 0.4714, 0.5926, 1702250958.9157379
