x,y,z,time
0.4851, 0.4704, 0.5936, 1702255624.4772327
0.4841, 0.4704, 0.5926, 1702255624.5771646
0.4841, 0.4704, 0.5926, 1702255624.6769385
0.4841, 0.4704, 0.5936, 1702255624.776834
0.4851, 0.4704, 0.5926, 1702255624.8766768
0.4851, 0.4704, 0.5936, 1702255624.9767504
0.4841, 0.4714, 0.5936, 1702255625.0766697
0.4851, 0.4714, 0.5926, 1702255625.1767454
0.4841, 0.4704, 0.5926, 1702255625.2767713
0.4851, 0.4704, 0.5926, 1702255625.3767376
0.4851, 0.4704, 0.5936, 1702255625.4766521
0.4851, 0.4704, 0.5936, 1702255625.576759
0.4841, 0.4704, 0.5926, 1702255625.6766756
0.4851, 0.4704, 0.5936, 1702255625.776965
0.4851, 0.4704, 0.5926, 1702255625.876747
0.4851, 0.4714, 0.5936, 1702255625.9771593
0.4851, 0.4724, 0.5936, 1702255626.077142
0.4851, 0.4704, 0.5936, 1702255626.1769147
0.4851, 0.4704, 0.5936, 1702255626.2770138
0.4851, 0.4704, 0.5936, 1702255626.376772
0.4851, 0.4704, 0.5936, 1702255626.4766881
0.4851, 0.4704, 0.5936, 1702255626.5766473
0.4851, 0.4704, 0.5926, 1702255626.676675
0.4851, 0.4695, 0.5926, 1702255626.776716
0.4851, 0.4704, 0.5926, 1702255626.8766363
0.4851, 0.4704, 0.5926, 1702255626.9770384
0.4851, 0.4704, 0.5926, 1702255627.0769045
0.4851, 0.4704, 0.5926, 1702255627.1768467
0.4851, 0.4704, 0.5936, 1702255627.2771764
0.4841, 0.4695, 0.5936, 1702255627.3767889
0.4861, 0.4597, 0.5906, 1702255627.4767604
0.4831, 0.4587, 0.5936, 1702255627.5767384
0.4871, 0.4626, 0.5877, 1702255627.676697
0.49  , 0.4744, 0.6121, 1702255627.7768476
0.4822, 0.4958, 0.5955, 1702255627.8766763
0.4861, 0.4753, 0.6023, 1702255627.9767184
0.4861, 0.4714, 0.6004, 1702255628.0767558
0.4822, 0.4724, 0.5975, 1702255628.176953
0.4841, 0.4714, 0.5936, 1702255628.276977
0.4851, 0.4714, 0.5936, 1702255628.3767316
0.4841, 0.4704, 0.5936, 1702255628.4771545
0.4851, 0.4704, 0.5926, 1702255628.5770316
0.4861, 0.4704, 0.5926, 1702255628.6767564
0.4851, 0.4704, 0.5936, 1702255628.7767446
0.4851, 0.4704, 0.5936, 1702255628.8768108
0.4851, 0.4704, 0.5926, 1702255628.9766939
0.4851, 0.4704, 0.5936, 1702255629.0767424
0.4841, 0.4704, 0.5936, 1702255629.1766677
0.4851, 0.4704, 0.5926, 1702255629.2766707
0.4851, 0.4704, 0.5936, 1702255629.376854
0.4851, 0.4704, 0.5936, 1702255629.4768956
0.4851, 0.4704, 0.5936, 1702255629.576859
0.4851, 0.4704, 0.5926, 1702255629.6767879
0.4851, 0.4704, 0.5936, 1702255629.7770627
0.4851, 0.4704, 0.5936, 1702255629.8767612
0.4841, 0.4695, 0.5984, 1702255629.9767644
0.4851, 0.4704, 0.5955, 1702255630.0768795
0.4851, 0.4704, 0.5936, 1702255630.1768396
0.4851, 0.4704, 0.5936, 1702255630.276722
0.4851, 0.4704, 0.5926, 1702255630.3769505
0.4851, 0.4704, 0.5936, 1702255630.4767175
0.4851, 0.4704, 0.5926, 1702255630.5767405
0.4851, 0.4704, 0.5926, 1702255630.6770823
0.4851, 0.4704, 0.5936, 1702255630.7769399
0.4851, 0.4704, 0.5936, 1702255630.876889
0.4851, 0.4704, 0.5936, 1702255630.9768248
0.4851, 0.4704, 0.5936, 1702255631.076691
0.4851, 0.4704, 0.5936, 1702255631.176775
0.4851, 0.4704, 0.5936, 1702255631.2767048
0.4851, 0.4704, 0.5936, 1702255631.3769598
0.4851, 0.4704, 0.5936, 1702255631.476679
0.4851, 0.4704, 0.5936, 1702255631.576895
0.4851, 0.4704, 0.5926, 1702255631.6769328
0.4851, 0.4704, 0.5936, 1702255631.776865
0.4851, 0.4704, 0.5936, 1702255631.8766685
0.4851, 0.4714, 0.5936, 1702255631.97691
0.4851, 0.4714, 0.5936, 1702255632.0771194
0.4851, 0.4704, 0.5936, 1702255632.1771672
0.4851, 0.4704, 0.5936, 1702255632.276809
0.4851, 0.4704, 0.5936, 1702255632.3767478
0.4851, 0.4704, 0.5936, 1702255632.476705
0.4851, 0.4704, 0.5926, 1702255632.5767772
0.4851, 0.4704, 0.5936, 1702255632.6768422
0.4851, 0.4704, 0.5926, 1702255632.7768424
0.4851, 0.4704, 0.5936, 1702255632.8767705
0.4851, 0.4704, 0.5936, 1702255632.9768436
0.4851, 0.4714, 0.5936, 1702255633.0768669
0.4851, 0.4704, 0.5926, 1702255633.1769738
0.4851, 0.4704, 0.5926, 1702255633.2767982
0.4851, 0.4704, 0.5936, 1702255633.3772147
0.4851, 0.4704, 0.5936, 1702255633.4772255
0.4851, 0.4704, 0.5936, 1702255633.5767446
0.4851, 0.4714, 0.5936, 1702255633.6767693
0.4851, 0.4704, 0.5926, 1702255633.7767236
0.4851, 0.4704, 0.5926, 1702255633.876742
0.4851, 0.4704, 0.5926, 1702255633.9768322
0.4851, 0.4704, 0.5936, 1702255634.0766835
0.4851, 0.4704, 0.5936, 1702255634.1766717
0.4851, 0.4704, 0.5936, 1702255634.2767298
0.4851, 0.4704, 0.5936, 1702255634.3767338
0.4851, 0.4704, 0.5936, 1702255634.4766953
0.4841, 0.4714, 0.5926, 1702255634.5767615
0.4851, 0.4704, 0.5936, 1702255634.6766605
0.4851, 0.4704, 0.5926, 1702255634.7767634
0.4851, 0.4704, 0.5926, 1702255634.8768167
0.4851, 0.4704, 0.5936, 1702255634.9767227
0.4851, 0.4704, 0.5926, 1702255635.077166
0.4851, 0.4714, 0.5936, 1702255635.1768045
0.4851, 0.4704, 0.5926, 1702255635.2766821
0.4851, 0.4704, 0.5926, 1702255635.3768628
0.4851, 0.4704, 0.5936, 1702255635.4767728
0.4822, 0.4714, 0.5955, 1702255635.5767367
0.4636, 0.4675, 0.6199, 1702255635.6768038
0.4695, 0.4685, 0.5809, 1702255635.776833
0.4871, 0.4773, 0.6873, 1702255635.8767395
0.4812, 0.4665, 0.5652, 1702255635.9768746
0.4978, 0.4675, 0.618 , 1702255636.0769305
0.4714, 0.4812, 0.5545, 1702255636.176766
0.4949, 0.4831, 0.618 , 1702255636.2771451
0.4753, 0.4597, 0.5545, 1702255636.3767757
0.4968, 0.4656, 0.6268, 1702255636.4767962
0.5027, 0.4978, 0.7606, 1702255636.576717
0.4841, 0.4812, 0.6258, 1702255636.6767194
0.4861, 0.4558, 0.5926, 1702255636.7768922
0.4783, 0.4724, 0.6111, 1702255636.8766599
0.4939, 0.4704, 0.5711, 1702255636.9766984
0.4831, 0.488 , 0.6463, 1702255637.0766978
0.4802, 0.4773, 0.5506, 1702255637.1769426
0.488 , 0.445 , 0.6317, 1702255637.276854
0.4753, 0.4831, 0.5857, 1702255637.3768249
0.4939, 0.4685, 0.6102, 1702255637.4771194
0.4822, 0.4548, 0.5828, 1702255637.5767355
0.4851, 0.4636, 0.5877, 1702255637.6766372
0.4919, 0.4714, 0.6473, 1702255637.7767816
0.4773, 0.4665, 0.5867, 1702255637.8768768
0.491 , 0.4851, 0.5965, 1702255637.9767616
0.5017, 0.4744, 0.6375, 1702255638.076732
0.4822, 0.4802, 0.5603, 1702255638.1766558
0.4871, 0.4675, 0.618 ,1702255638.276743
0.4783, 0.4636, 0.5701, 1702255638.3767824
0.4958, 0.4734, 0.5896, 1702255638.4770312
0.4704, 0.4734, 0.5125, 1702255638.5784578
0.4812, 0.4636, 0.5769, 1702255638.67679
0.4871, 0.4714, 0.5506, 1702255638.7770338
0.4783, 0.4362, 0.6326, 1702255638.8767085
0.4929, 0.4577, 0.5594, 1702255638.9768074
0.4851, 0.4704, 0.6268, 1702255639.0766952
0.4685, 0.4871, 0.5486, 1702255639.1767306
0.4968, 0.4607, 0.6404, 1702255639.276761
0.4783, 0.4099, 0.5994, 1702255639.376729
0.5056, 0.4744, 0.6707, 1702255639.4766428
0.491 , 0.4675, 0.6053, 1702255639.5767326
0.4802, 0.4822, 0.5467, 1702255639.6769698
0.4841, 0.4431, 0.6356, 1702255639.7769604
0.4734, 0.4812, 0.4861, 1702255639.8766475
0.489 , 0.4714, 0.574 , 1702255639.9771318
0.4831, 0.4822, 0.6277, 1702255640.076759
0.4802, 0.489 , 0.7118, 1702255640.1766672
0.4949, 0.4685, 0.6932, 1702255640.276755
0.4783, 0.4695, 0.5633, 1702255640.3768253
0.488 , 0.4675, 0.6326, 1702255640.476681
0.4851, 0.4607, 0.5945, 1702255640.5767746
0.4792, 0.4626, 0.575 , 1702255640.6768637
0.4949, 0.4519, 0.6317, 1702255640.7766757
0.4841, 0.4773, 0.6776, 1702255640.8766725
0.4978, 0.4792, 0.6033, 1702255640.9769096
0.4851, 0.4617, 0.5809, 1702255641.0783596
0.4841, 0.4783, 0.5799, 1702255641.176882
0.4949, 0.4597, 0.5779, 1702255641.277143
0.4724, 0.49  , 0.4949, 1702255641.3766723
0.4939, 0.4773, 0.5681, 1702255641.4767923
0.49  , 0.4568, 0.5672, 1702255641.5767434
0.5085, 0.4665, 0.6053, 1702255641.6767864
0.4871, 0.4734, 0.5701, 1702255641.776783
0.488 , 0.4685, 0.5945, 1702255641.8769596
0.4812, 0.4753, 0.6043, 1702255641.9767292
0.4822, 0.4734, 0.5945, 1702255642.0767653
0.4841, 0.4714, 0.5887, 1702255642.1768425
0.4851, 0.4714, 0.5926, 1702255642.2769191
0.4851, 0.4714, 0.5926, 1702255642.3766634
0.4851, 0.4714, 0.5926, 1702255642.476995
0.4851, 0.4704, 0.5936, 1702255642.577026
0.4851, 0.4704, 0.5936, 1702255642.6767268
0.4851, 0.4704, 0.5945, 1702255642.7769682
0.4841, 0.4704, 0.5945, 1702255642.8767195
0.4851, 0.4704, 0.5936, 1702255642.9767356
0.4851, 0.4704, 0.5926, 1702255643.0766823
0.4851, 0.4704, 0.5926, 1702255643.1769073
0.4851, 0.4704, 0.5926, 1702255643.2766259
0.4851, 0.4704, 0.5926, 1702255643.376763
0.4851, 0.4704, 0.5936, 1702255643.4768507
0.4851, 0.4704, 0.5936, 1702255643.5769334
0.4851, 0.4704, 0.5926, 1702255643.6766438
0.4851, 0.4704, 0.5936, 1702255643.777075
0.4851, 0.4704, 0.5936, 1702255643.8767536
0.4851, 0.4704, 0.5926, 1702255643.9767952
0.4851, 0.4704, 0.5926, 1702255644.0766861
0.4851, 0.4704, 0.5936, 1702255644.1766982
0.4851, 0.4704, 0.5936, 1702255644.2767737
0.4851, 0.4704, 0.5936, 1702255644.3766558
0.4851, 0.4714, 0.5936, 1702255644.4767206
0.4841, 0.4704, 0.5936, 1702255644.5766656
0.4851, 0.4704, 0.5926, 1702255644.6769032
0.4851, 0.4704, 0.5936, 1702255644.7770061
0.4851, 0.4704, 0.5936, 1702255644.87671
0.4851, 0.4704, 0.5936, 1702255644.9768019
0.4851, 0.4704, 0.5926, 1702255645.0768077
0.4851, 0.4724, 0.5936, 1702255645.1769452
0.4841, 0.4704, 0.5926, 1702255645.276861
0.4851, 0.4704, 0.5936, 1702255645.3767204
0.4851, 0.4714, 0.5936, 1702255645.4767342
0.4851, 0.4704, 0.5926, 1702255645.576756
0.4851, 0.4704, 0.5936, 1702255645.6766958
0.4851, 0.4704, 0.5936, 1702255645.77666
0.4841, 0.4704, 0.5926, 1702255645.8766735
0.4851, 0.4704, 0.5945, 1702255645.9769483
0.4851, 0.4704, 0.5936, 1702255646.0769076
0.4851, 0.4704, 0.5936, 1702255646.1767056
0.4851, 0.4704, 0.5936, 1702255646.2766752
0.4841, 0.4714, 0.5945, 1702255646.3766556
0.4851, 0.4704, 0.5926, 1702255646.4767542
0.4851, 0.4704, 0.5936, 1702255646.5766943
0.4851, 0.4704, 0.5926, 1702255646.6766577
0.4851, 0.4704, 0.5926, 1702255646.7766588
