x,y,z,time
0.4988, 0.4519, 0.5701, 1702256016.1378372
0.489 , 0.4626, 0.617 , 1702256016.2376375
0.4841, 0.4636, 0.6131, 1702256016.3378096
0.4831, 0.4665, 0.5838, 1702256016.4377296
0.4773, 0.4675, 0.5779, 1702256016.5377514
0.4822, 0.4646, 0.5848, 1702256016.6377845
0.4763, 0.4646, 0.5916, 1702256016.7379196
0.4744, 0.4646, 0.5896, 1702256016.8378623
0.4763, 0.4704, 0.576 , 1702256016.937757
0.4744, 0.4646, 0.6072, 1702256017.0380661
0.4753, 0.4704, 0.5906, 1702256017.137779
0.4744, 0.4636, 0.5926, 1702256017.237779
0.4734, 0.4665, 0.5721, 1702256017.3377497
0.4704, 0.4685, 0.5877, 1702256017.4377558
0.4704, 0.4724, 0.5887, 1702256017.5378041
0.4753, 0.4744, 0.5867, 1702256017.637784
0.4695, 0.4724, 0.5799, 1702256017.7378201
0.4695, 0.4763, 0.5838, 1702256017.8377635
0.4685, 0.4685, 0.5857, 1702256017.937925
0.4695, 0.4665, 0.5955, 1702256018.0380392
0.4763, 0.4734, 0.5867, 1702256018.137748
0.4714, 0.4753, 0.5857, 1702256018.238217
0.4724, 0.4773, 0.5916, 1702256018.3381248
0.4753, 0.4773, 0.5936, 1702256018.4380195
0.4753, 0.4773, 0.6014, 1702256018.537848
0.4763, 0.4792, 0.5838, 1702256018.6378932
0.4773, 0.4802, 0.5945, 1702256018.7377355
0.4783, 0.4822, 0.5965, 1702256018.8377886
0.4783, 0.4812, 0.5965, 1702256018.9378083
0.4841, 0.4744, 0.5984, 1702256019.0377228
0.4831, 0.4724, 0.5965, 1702256019.1378253
0.489 , 0.4724, 0.5945, 1702256019.2379076
0.488 , 0.4665, 0.5936, 1702256019.3380222
0.4851, 0.4617, 0.6023, 1702256019.4379807
0.4871, 0.4724, 0.6053, 1702256019.5381873
0.4841, 0.4685, 0.5965, 1702256019.6377687
0.4851, 0.4695, 0.5945, 1702256019.7377408
0.4841, 0.4704, 0.5945, 1702256019.8377454
0.4841, 0.4695, 0.5936, 1702256019.9377584
0.4851, 0.4695, 0.5936, 1702256020.038125
0.4851, 0.4704, 0.5936, 1702256020.1379209
0.4841, 0.4704, 0.5936, 1702256020.2378247
0.4851, 0.4704, 0.5926, 1702256020.3377385
0.4851, 0.4714, 0.5926, 1702256020.4379368
0.4851, 0.4704, 0.5926, 1702256020.5382497
0.4851, 0.4704, 0.5936, 1702256020.6377838
0.4851, 0.4704, 0.5926, 1702256020.7381768
0.4851, 0.4714, 0.5926, 1702256020.8380437
0.4851, 0.4704, 0.5936, 1702256020.9380386
0.4851, 0.4704, 0.5926, 1702256021.0377414
0.4851, 0.4714, 0.5926, 1702256021.1379836
0.4851, 0.4704, 0.5936, 1702256021.2377305
0.4851, 0.4704, 0.5926, 1702256021.3377707
0.4851, 0.4704, 0.5926, 1702256021.4378476
0.4851, 0.4704, 0.5936, 1702256021.5377674
0.4851, 0.4704, 0.5936, 1702256021.6378284
0.4851, 0.4714, 0.5926, 1702256021.7380219
0.4851, 0.4714, 0.5936, 1702256021.8381355
0.4841, 0.4704, 0.5926, 1702256021.9380023
0.4851, 0.4714, 0.5936, 1702256022.0380275
0.4851, 0.4704, 0.5936, 1702256022.137974
0.4851, 0.4714, 0.5936, 1702256022.23789
0.4851, 0.4704, 0.5936, 1702256022.3378036
0.4851, 0.4714, 0.5945, 1702256022.4378142
0.4851, 0.4704, 0.5916, 1702256022.5378098
0.4841, 0.4714, 0.5926, 1702256022.6377375
0.4851, 0.4714, 0.5926, 1702256022.7377527
0.4831, 0.4704, 0.5936, 1702256022.8377228
0.4851, 0.4704, 0.5936, 1702256022.9381495
0.4851, 0.4714, 0.5926, 1702256023.0380592
0.4841, 0.4714, 0.5936, 1702256023.1380208
0.4841, 0.4704, 0.5926, 1702256023.237748
0.4851, 0.4704, 0.5936, 1702256023.3377464
0.4851, 0.4704, 0.5936, 1702256023.4380033
0.4851, 0.4704, 0.5926, 1702256023.5379636
0.4851, 0.4704, 0.5936, 1702256023.6378753
0.4851, 0.4714, 0.5926, 1702256023.7377272
0.4851, 0.4714, 0.5936, 1702256023.8379052
0.4851, 0.4704, 0.5936, 1702256023.937903
0.4851, 0.4714, 0.5936, 1702256024.0377753
0.4851, 0.4704, 0.5936, 1702256024.1379712
0.4851, 0.4704, 0.5936, 1702256024.238406
0.4851, 0.4704, 0.5936, 1702256024.3384607
0.4851, 0.4704, 0.5936, 1702256024.4379203
0.4851, 0.4704, 0.5936, 1702256024.5378513
0.4851, 0.4714, 0.5936, 1702256024.6379375
0.4851, 0.4714, 0.5936, 1702256024.7378016
0.4851, 0.4704, 0.5926, 1702256024.8378785
0.4851, 0.4704, 0.5926, 1702256024.9379327
0.4851, 0.4704, 0.5936, 1702256025.037852
0.4851, 0.4704, 0.5936, 1702256025.137854
0.4851, 0.4704, 0.5936, 1702256025.2378578
0.4851, 0.4704, 0.5936, 1702256025.33792
0.4851, 0.4704, 0.5936, 1702256025.4378798
0.4851, 0.4704, 0.5936, 1702256025.5379646
0.4851, 0.4714, 0.5936, 1702256025.6382089
0.4851, 0.4704, 0.5926, 1702256025.7384534
0.4841, 0.4704, 0.5936, 1702256025.8378286
0.4851, 0.4704, 0.5926, 1702256025.937747
0.4851, 0.4704, 0.5936, 1702256026.0377927
0.4851, 0.4704, 0.5926, 1702256026.137936
0.4851, 0.4704, 0.5926, 1702256026.2379446
0.4851, 0.4704, 0.5936, 1702256026.3380158
0.4851, 0.4704, 0.5926, 1702256026.4378738
0.4851, 0.4704, 0.5936, 1702256026.5380025
0.4851, 0.4704, 0.5936, 1702256026.6376863
0.4851, 0.4704, 0.5926, 1702256026.7376733
0.4851, 0.4704, 0.5936, 1702256026.8379498
0.4841, 0.4714, 0.5926, 1702256026.937867
0.4851, 0.4704, 0.5936, 1702256027.0377316
0.4851, 0.4704, 0.5936, 1702256027.1377933
0.4851, 0.4714, 0.5936, 1702256027.2380362
0.4851, 0.4704, 0.5926, 1702256027.3377626
0.4851, 0.4704, 0.5926, 1702256027.4378283
0.4851, 0.4704, 0.5926, 1702256027.5378594
0.4851, 0.4704, 0.5936, 1702256027.6377132
0.4841, 0.4704, 0.5936, 1702256027.7378848
0.4851, 0.4704, 0.5936, 1702256027.837717
0.4871, 0.4704, 0.5936, 1702256027.9379501
0.4841, 0.4704, 0.5926, 1702256028.0377846
0.4851, 0.4704, 0.5926, 1702256028.1377385
0.4851, 0.4714, 0.5926, 1702256028.2382355
0.4851, 0.4704, 0.5936, 1702256028.3379533
0.4851, 0.4704, 0.5926, 1702256028.437809
0.4851, 0.4704, 0.5936, 1702256028.5380933
0.4636, 0.4851, 0.6053, 1702256028.6377604
0.4597, 0.4958, 0.6023, 1702256028.7378552
0.4773, 0.4626, 0.619 , 1702256028.837801
0.4822, 0.4646, 0.6746, 1702256028.9377983
0.491 , 0.4362, 0.5701, 1702256029.0379643
0.4822, 0.4499, 0.6952, 1702256029.1377277
0.4919, 0.5027, 0.5984, 1702256029.2377715
0.4792, 0.4695, 0.6932, 1702256029.3377383
0.4704, 0.4714, 0.4724, 1702256029.4379249
0.4929, 0.5085, 0.6317, 1702256029.537988
0.4704, 0.4958, 0.6317, 1702256029.6383753
0.4919, 0.4831, 0.6277, 1702256029.738198
0.49  , 0.4509, 0.6209, 1702256029.8381376
0.4871, 0.4861, 0.5711, 1702256029.937908
0.4753, 0.4587, 0.5916, 1702256030.0377364
0.4783, 0.4929, 0.6043, 1702256030.137814
0.4763, 0.4831, 0.489 , 1702256030.2377706
0.5105, 0.4275, 0.7596, 1702256030.3377442
0.4783, 0.5056, 0.5681, 1702256030.437886
0.49  , 0.4714, 0.5848, 1702256030.5377154
0.4753, 0.4763, 0.5896, 1702256030.6378815
0.4851, 0.4665, 0.5467, 1702256030.7380698
0.5007, 0.4167, 0.7274, 1702256030.8378558
0.4831, 0.4792, 0.5476, 1702256030.9377453
0.4822, 0.4792, 0.6717, 1702256031.038062
0.4851, 0.4753, 0.6023, 1702256031.1378145
0.4802, 0.4753, 0.5486, 1702256031.2377222
0.4822, 0.4304, 0.573 , 1702256031.3377883
0.4978, 0.4704, 0.5984, 1702256031.4376256
0.49  , 0.4665, 0.7215, 1702256031.5377853
0.4802, 0.4949, 0.6971, 1702256031.6377654
0.4831, 0.4783, 0.6707, 1702256031.737778
0.4988, 0.3952, 0.6424, 1702256031.8377414
0.491 , 0.4763, 0.5261, 1702256031.9379659
0.4841, 0.4587, 0.5584, 1702256032.0378964
0.4802, 0.4802, 0.659 , 1702256032.1378486
0.5007, 0.4744, 0.5486, 1702256032.238194
0.4802, 0.4665, 0.6072, 1702256032.3379781
0.4871, 0.488 , 0.5603, 1702256032.4378743
0.4939, 0.49  , 0.6356, 1702256032.5376983
0.4724, 0.4685, 0.6092, 1702256032.6377978
0.4851, 0.5066, 0.5867, 1702256032.7376988
0.4714, 0.4773, 0.5584, 1702256032.837777
0.489 , 0.4871, 0.6492, 1702256032.9379203
0.491 , 0.5115, 0.5418, 1702256033.037718
0.5017, 0.4226, 0.6287, 1702256033.137872
0.4744, 0.4841, 0.5076, 1702256033.2379036
0.49  , 0.4675, 0.573 , 1702256033.3384738
0.4841, 0.4587, 0.5838, 1702256033.4379292
0.491 , 0.4773, 0.5984, 1702256033.5381446
0.4695, 0.488 , 0.5594, 1702256033.6377673
0.489 , 0.4714, 0.5486, 1702256033.737746
0.4949, 0.4929, 0.6238, 1702256033.8377082
0.4773, 0.4724, 0.6541, 1702256033.9377558
0.4822, 0.4812, 0.5418, 1702256034.0380385
0.4861, 0.4636, 0.6424, 1702256034.1378465
0.4831, 0.4665, 0.5193, 1702256034.2378352
0.4939, 0.448 , 0.7528, 1702256034.3377686
0.4734, 0.49  , 0.5672, 1702256034.437935
0.4871, 0.4675, 0.5701, 1702256034.538013
0.491 , 0.4704, 0.6121, 1702256034.6378062
0.5066, 0.4792, 0.5769, 1702256034.7381508
0.4968, 0.4734, 0.5672, 1702256034.8381505
0.49  , 0.4783, 0.5896, 1702256034.9379597
0.4861, 0.4724, 0.5945, 1702256035.0377626
0.4851, 0.4744, 0.5896, 1702256035.137822
0.4851, 0.4724, 0.5926, 1702256035.237657
0.4861, 0.4714, 0.5906, 1702256035.3378205
0.4871, 0.4714, 0.5926, 1702256035.4377837
0.4861, 0.4714, 0.5926, 1702256035.537749
0.4871, 0.4714, 0.5926, 1702256035.637684
0.4861, 0.4724, 0.5926, 1702256035.738028
0.4861, 0.4714, 0.5926, 1702256035.8379061
0.4851, 0.4714, 0.5926, 1702256035.9377475
0.4851, 0.4714, 0.5936, 1702256036.0381012
0.4851, 0.4714, 0.5945, 1702256036.1377563
0.4851, 0.4714, 0.5936, 1702256036.2377658
0.4851, 0.4704, 0.5945, 1702256036.3377247
0.4851, 0.4704, 0.5936, 1702256036.437661
0.4851, 0.4704, 0.5926, 1702256036.5377607
0.4851, 0.4704, 0.5926, 1702256036.6377697
0.4851, 0.4704, 0.5926, 1702256036.7376943
0.4851, 0.4704, 0.5926, 1702256036.8378005
0.4851, 0.4704, 0.5926, 1702256036.9379973
0.4851, 0.4704, 0.5926, 1702256037.0379145
0.4851, 0.4704, 0.5926, 1702256037.1378288
0.4851, 0.4704, 0.5936, 1702256037.2381501
0.4851, 0.4714, 0.5926, 1702256037.3381007
0.4851, 0.4704, 0.5936, 1702256037.4379141
0.4861, 0.4704, 0.5926, 1702256037.5377352
0.4851, 0.4704, 0.5936, 1702256037.6376648
0.4851, 0.4704, 0.5936, 1702256037.7377021
0.4851, 0.4704, 0.5926, 1702256037.8377347
0.4851, 0.4704, 0.5945, 1702256037.9378538
0.4851, 0.4704, 0.5936, 1702256038.0377214
0.4851, 0.4714, 0.5926, 1702256038.1377313
0.4851, 0.4714, 0.5926, 1702256038.237952
0.4851, 0.4704, 0.5936, 1702256038.3379917
0.4851, 0.4704, 0.5926, 1702256038.4377556
0.4851, 0.4714, 0.5936, 1702256038.5382495
0.4851, 0.4704, 0.5926, 1702256038.6381044
0.4851, 0.4704, 0.5916, 1702256038.7379866
0.4851, 0.4704, 0.5936, 1702256038.8379612
0.4851, 0.4704, 0.5926, 1702256038.937803
0.4851, 0.4704, 0.5945, 1702256039.0378203
0.4851, 0.4704, 0.5916, 1702256039.1377552
0.4861, 0.4704, 0.5936, 1702256039.2377794
0.4851, 0.4704, 0.5936, 1702256039.3378384
0.4851, 0.4714, 0.5936, 1702256039.4382925
0.4851, 0.4704, 0.5916, 1702256039.537993
0.4841, 0.4704, 0.5926, 1702256039.6377664
0.4851, 0.4704, 0.5936, 1702256039.7378585
0.4851, 0.4714, 0.5936, 1702256039.8380535
0.4851, 0.4704, 0.5926, 1702256039.9378872
0.4851, 0.4704, 0.5926, 1702256040.037687
0.4851, 0.4704, 0.5936, 1702256040.1377854
0.4851, 0.4704, 0.5926, 1702256040.2377164
0.4851, 0.4704, 0.5916, 1702256040.3377235
0.4851, 0.4704, 0.5936, 1702256040.4378319
0.4851, 0.4704, 0.5936, 1702256040.5376947
